timestamp,joint,angle
81.953,elbow_L_flex,71.0
82.091,elbow_L_flex,71.0
82.230,elbow_L_flex,70.8
82.355,elbow_L_flex,71.5
82.493,elbow_L_flex,71.4
82.634,elbow_L_flex,71.3
82.758,elbow_L_flex,71.3
82.883,elbow_L_flex,71.2
83.007,elbow_L_flex,71.4
83.164,elbow_L_flex,71.3
83.289,elbow_L_flex,71.3
83.398,elbow_L_flex,71.3
83.522,elbow_L_flex,71.5
83.663,elbow_L_flex,71.6
83.804,elbow_L_flex,71.6
83.960,elbow_L_flex,71.5
84.100,elbow_L_flex,71.5
84.226,elbow_L_flex,107.8
84.365,elbow_L_flex,110.0
84.507,elbow_L_flex,113.7
84.632,elbow_L_flex,178.7
84.772,elbow_L_flex,122.5
84.930,elbow_L_flex,163.3
85.099,elbow_L_flex,164.3
85.272,elbow_L_flex,167.0
85.429,elbow_L_flex,168.1
85.616,elbow_L_flex,168.2
85.772,elbow_L_flex,168.7
85.912,elbow_L_flex,168.9
86.070,elbow_L_flex,169.0
86.241,elbow_L_flex,167.7
86.413,elbow_L_flex,167.7
86.582,elbow_L_flex,167.5
86.755,elbow_L_flex,170.4
86.940,elbow_L_flex,173.2
87.080,elbow_L_flex,165.8
87.206,elbow_L_flex,152.2
87.362,elbow_L_flex,146.6
87.549,elbow_L_flex,130.4
87.686,elbow_L_flex,139.7
87.812,elbow_L_flex,135.6
87.969,elbow_L_flex,159.8
88.125,elbow_L_flex,119.6
88.282,elbow_L_flex,103.2
88.423,elbow_L_flex,47.2
88.548,elbow_L_flex,17.5
88.721,elbow_L_flex,152.7
88.892,elbow_L_flex,90.7
89.047,elbow_L_flex,149.9
89.235,elbow_L_flex,139.8
89.390,elbow_L_flex,120.2
89.561,elbow_L_flex,114.7
89.718,elbow_L_flex,116.5
89.872,elbow_L_flex,132.4
90.061,elbow_L_flex,121.2
90.200,elbow_L_flex,123.0
90.373,elbow_L_flex,129.2
90.512,elbow_L_flex,82.1
90.667,elbow_L_flex,159.8
90.824,elbow_L_flex,35.1
90.966,elbow_L_flex,45.1
91.136,elbow_L_flex,51.9
91.306,elbow_L_flex,117.7
91.463,elbow_L_flex,126.7
91.633,elbow_L_flex,125.3
91.805,elbow_L_flex,125.1
91.964,elbow_L_flex,123.2
92.103,elbow_L_flex,122.1
92.276,elbow_L_flex,121.6
92.449,elbow_L_flex,124.7
92.605,elbow_L_flex,128.0
92.778,elbow_L_flex,138.9
92.903,elbow_L_flex,141.3
93.059,elbow_L_flex,124.9
93.215,elbow_L_flex,7.0
93.369,elbow_L_flex,77.4
93.509,elbow_L_flex,102.7
93.650,elbow_L_flex,104.3
93.822,elbow_L_flex,154.4
93.980,elbow_L_flex,153.6
94.137,elbow_L_flex,147.8
94.276,elbow_L_flex,158.6
94.434,elbow_L_flex,152.6
94.620,elbow_L_flex,143.2
94.744,elbow_L_flex,150.0
94.916,elbow_L_flex,153.9
95.073,elbow_L_flex,149.7
95.260,elbow_L_flex,159.8
95.418,elbow_L_flex,151.1
95.575,elbow_L_flex,145.3
95.745,elbow_L_flex,143.0
95.916,elbow_L_flex,142.7
96.057,elbow_L_flex,143.5
96.230,elbow_L_flex,142.3
96.387,elbow_L_flex,143.0
96.558,elbow_L_flex,146.4
96.729,elbow_L_flex,134.7
96.885,elbow_L_flex,40.9
97.026,elbow_L_flex,56.0
97.166,elbow_L_flex,58.8
97.319,elbow_L_flex,117.3
97.473,elbow_L_flex,117.1
97.628,elbow_L_flex,116.2
97.799,elbow_L_flex,135.9
97.956,elbow_L_flex,155.8
98.096,elbow_L_flex,170.0
98.235,elbow_L_flex,146.8
98.390,elbow_L_flex,120.0
98.548,elbow_L_flex,143.3
98.672,elbow_L_flex,126.5
98.826,elbow_L_flex,126.4
98.968,elbow_L_flex,161.6
99.139,elbow_L_flex,130.6
99.280,elbow_L_flex,104.0
99.434,elbow_L_flex,139.5
99.559,elbow_L_flex,150.9
99.714,elbow_L_flex,177.6
99.870,elbow_L_flex,157.7
100.012,elbow_L_flex,151.5
100.169,elbow_L_flex,156.1
100.340,elbow_L_flex,176.8
100.495,elbow_L_flex,176.6
100.654,elbow_L_flex,175.7
100.812,elbow_L_flex,175.5
100.967,elbow_L_flex,178.6
101.108,elbow_L_flex,178.9
101.266,elbow_L_flex,179.2
101.422,elbow_L_flex,178.6
101.579,elbow_L_flex,176.2
101.733,elbow_L_flex,155.9
101.905,elbow_L_flex,150.7
102.075,elbow_L_flex,148.4
102.216,elbow_L_flex,145.6
102.386,elbow_L_flex,144.8
102.557,elbow_L_flex,148.6
102.711,elbow_L_flex,145.9
102.882,elbow_L_flex,145.7
103.055,elbow_L_flex,149.4
103.227,elbow_L_flex,151.5
103.384,elbow_L_flex,145.8
103.540,elbow_L_flex,130.0
103.726,elbow_L_flex,138.8
103.849,elbow_L_flex,137.6
103.989,elbow_L_flex,146.6
104.146,elbow_L_flex,140.4
104.314,elbow_L_flex,139.0
104.470,elbow_L_flex,137.9
104.627,elbow_L_flex,145.5
104.798,elbow_L_flex,156.6
104.956,elbow_L_flex,149.9
105.128,elbow_L_flex,143.6
105.284,elbow_L_flex,144.4
105.440,elbow_L_flex,150.4
105.595,elbow_L_flex,148.9
105.765,elbow_L_flex,103.3
105.905,elbow_L_flex,11.9
106.094,elbow_L_flex,19.0
106.265,elbow_L_flex,75.7
106.391,elbow_L_flex,86.1
106.559,elbow_L_flex,140.4
106.698,elbow_L_flex,138.8
106.840,elbow_L_flex,149.2
106.996,elbow_L_flex,148.1
107.135,elbow_L_flex,141.3
107.308,elbow_L_flex,143.3
107.464,elbow_L_flex,142.0
107.603,elbow_L_flex,136.0
107.746,elbow_L_flex,64.5
107.900,elbow_L_flex,97.7
108.073,elbow_L_flex,86.9
108.229,elbow_L_flex,101.0
108.401,elbow_L_flex,82.7
108.573,elbow_L_flex,179.7
108.744,elbow_L_flex,162.8
108.899,elbow_L_flex,175.2
109.052,elbow_L_flex,173.2
109.206,elbow_L_flex,176.2
109.378,elbow_L_flex,176.5
109.516,elbow_L_flex,148.7
109.671,elbow_L_flex,135.9
109.826,elbow_L_flex,48.8
109.983,elbow_L_flex,167.7
110.139,elbow_L_flex,68.8
