timestamp,cadence,step_time_L,step_time_R,SI
0.370,0.0,,,
0.494,0.0,,,
0.621,0.0,,,
0.758,0.0,,,
0.900,0.0,,,
1.022,0.0,,,
1.162,0.0,,,
1.303,0.0,,,
1.427,0.0,,,
1.566,0.0,,,
1.691,0.0,,,
1.833,0.0,,,
1.943,0.0,,,
2.067,0.0,,,
2.192,0.0,,,
2.344,0.0,,,
2.467,0.0,,,
2.608,0.0,,,
2.733,0.0,,,
2.873,0.0,,,
3.014,0.0,,,
3.169,0.0,,,
3.295,0.0,,,
3.451,0.0,,,
3.575,0.0,,,
3.715,0.0,,,
3.872,0.0,,,
4.011,0.0,,,
4.152,0.0,,,
4.277,0.0,,,
4.416,0.0,,,
4.554,0.0,,,
4.681,0.0,,,
4.823,0.0,,,
4.949,0.0,,,
5.089,0.0,,,
5.228,0.0,,,
5.385,0.0,,,
5.525,0.0,,,
5.650,0.0,,,
5.789,0.0,,,
5.930,0.0,,,
6.053,0.0,,,
6.192,0.0,,,
6.334,0.0,,,
6.488,0.0,,,
6.642,0.0,,,
6.784,0.0,,,
6.924,0.0,,,
7.063,0.0,,,
7.189,0.0,,,
7.328,0.0,,,
7.470,0.0,,,
7.625,0.0,,,
7.767,0.0,,,
7.907,0.0,,,
8.064,0.0,,,
8.202,0.0,,,
8.326,0.0,,,
8.467,0.0,,,
8.591,0.0,,,
8.728,0.0,,,
8.870,0.0,,,
8.997,0.0,,,
9.139,0.0,,,
9.264,0.0,,,
9.391,0.0,,,
9.532,0.0,,,
9.673,0.0,,,
9.829,0.0,,,
9.970,0.0,,,
10.126,0.0,,,
10.249,0.0,,,
10.373,0.0,,,
10.514,0.0,,,
10.655,0.0,,,
10.811,0.0,,,
10.949,0.0,,,
11.076,0.0,,,
11.214,0.0,,,
11.354,0.0,,,
11.479,0.0,,,
11.604,0.0,,,
11.746,0.0,,,
11.884,0.0,,,
12.025,0.0,,,
12.150,0.0,,,
12.273,0.0,,,
12.396,0.0,,,
12.522,0.0,,,
12.647,0.0,,,
12.788,0.0,,,
12.927,0.0,,,
13.084,0.0,,,
13.223,0.0,,,
13.347,0.0,,,
13.487,0.0,,,
13.628,0.0,,,
13.752,0.0,,,
13.863,0.0,,,
13.987,0.0,,,
14.126,0.0,,,
14.297,0.0,,,
14.420,0.0,,,
14.576,0.0,,,
14.716,0.0,,,
14.825,0.0,,,
14.965,0.0,,,
15.107,0.0,,,
15.263,0.0,,,
15.434,0.0,,,
15.591,0.0,,,
15.763,0.0,,,
15.935,0.0,,,
16.106,0.0,,,
16.277,0.0,,,
16.432,0.0,,,
16.601,0.0,,,
16.775,0.0,,,
16.934,0.0,,,
17.106,0.0,,,
17.276,0.0,,,
17.432,0.0,,,
17.617,0.0,,,
17.772,0.0,,,
17.945,0.0,,,
18.100,0.0,,,
18.255,0.0,,,
18.408,0.0,,,
18.548,0.0,,,
18.718,0.0,,,
18.873,0.0,,,
19.030,0.0,,,
19.185,0.0,,,
19.327,0.0,,,
19.513,0.0,,,
19.653,0.0,,,
19.793,0.0,,,
19.948,0.0,,,
20.103,0.0,,,
20.241,0.0,,,
20.398,0.0,,,
20.555,0.0,,,
20.725,0.0,,,
20.899,0.0,,,
21.073,0.0,,,
21.227,0.0,,,
21.384,0.0,,,
21.525,0.0,,,
21.664,0.0,,,
21.802,0.0,,,
21.958,0.0,,,
22.114,0.0,,,
22.271,0.0,,,
22.459,0.0,,,
22.644,0.0,,,
22.799,0.0,,,
22.938,0.0,,,
23.093,0.0,,,
23.236,0.0,,,
23.375,0.0,,,
23.531,0.0,,,
23.672,0.0,,,
23.829,0.0,,,
23.968,0.0,,,
24.107,0.0,,,
24.262,0.0,,,
24.404,0.0,,,
24.561,0.0,,,
24.716,0.0,,,
24.840,0.0,,,
24.965,0.0,,,
25.105,0.0,,,
25.246,0.0,,,
25.403,0.0,,,
25.543,0.0,,,
25.666,0.0,,,
25.790,0.0,,,
25.913,0.0,,,
26.055,0.0,,,
26.191,0.0,,,
26.317,0.0,,,
26.441,0.0,,,
26.583,0.0,,,
26.708,0.0,,,
26.835,0.0,,,
26.975,0.0,,,
27.116,0.0,,,
27.255,0.0,,,
27.379,0.0,,,
27.519,0.0,,,
27.659,0.0,,,
27.783,0.0,,,
27.907,0.0,,,
28.033,0.0,,,
28.186,0.0,,,
28.327,0.0,,,
28.451,0.0,,,
28.590,0.0,,,
28.729,0.0,,,
28.854,0.0,,,
28.979,0.0,,,
29.089,0.0,,,
29.247,0.0,,,
29.403,0.0,,,
29.556,0.0,,,
29.728,0.0,,,
29.900,0.0,,,
30.025,0.0,,,
30.164,0.0,,,
30.332,0.0,,,
30.456,0.0,,,
30.597,0.0,,,
30.753,0.0,,,
30.907,0.0,,,
31.062,0.0,,,
31.233,0.0,,,
31.406,0.0,,,
31.575,0.0,,,
31.731,0.0,,,
31.904,0.0,,,
32.074,0.0,,,
32.227,0.0,,,
32.380,0.0,,,
32.504,0.0,,,
32.645,0.0,,,
32.800,0.0,,,
32.974,0.0,,,
33.144,0.0,,,
33.316,0.0,,,
33.471,0.0,,,
33.641,0.0,,,
33.782,0.0,,,
33.940,0.0,,,
34.112,0.0,,,
34.252,0.0,,,
34.421,0.0,,,
34.546,0.0,,,
34.716,0.0,,,
34.887,0.0,,,
35.044,0.0,,,
35.202,0.0,,,
35.355,0.0,,,
35.512,0.0,,,
35.654,0.0,,,
35.794,0.0,,,
35.966,0.0,,,
36.120,0.0,,,
36.291,0.0,,,
36.449,0.0,,,
36.620,0.0,,,
36.761,0.0,,,
36.886,0.0,,,
37.028,0.0,,,
37.184,0.0,,,
37.357,0.0,,,
37.527,0.0,,,
37.683,0.0,,,
37.838,0.0,,,
37.993,0.0,,,
38.166,0.0,,,
38.336,0.0,,,
38.475,0.0,,,
38.632,0.0,,,
38.802,0.0,,,
38.975,0.0,,,
39.129,0.0,,,
39.270,0.0,,,
39.440,0.0,,,
39.595,0.0,,,
39.737,0.0,,,
39.910,0.0,,,
40.080,0.0,,,
40.251,0.0,,,
40.408,0.0,,,
40.581,0.0,,,
40.755,0.0,,,
40.942,0.0,,,
41.113,0.0,,,
41.239,0.0,,,
41.381,0.0,,,
41.537,0.0,,,
41.708,0.0,,,
41.850,0.0,,,
42.006,0.0,,,
42.148,0.0,,,
42.317,0.0,,,
42.488,0.0,,,
42.643,0.0,,,
42.830,0.0,,,
42.986,0.0,,,
43.157,0.0,,,
43.313,0.0,,,
43.487,0.0,,,
43.657,0.0,,,
43.783,0.0,,,
43.937,0.0,,,
44.080,0.0,,,
44.236,0.0,,,
44.392,0.0,,,
44.564,0.0,,,
44.718,0.0,,,
44.887,0.0,,,
45.029,0.0,,,
45.185,0.0,,,
45.339,0.0,,,
45.495,0.0,,,
45.649,0.0,,,
45.788,0.0,,,
45.927,0.0,,,
46.070,0.0,,,
46.228,0.0,,,
46.399,0.0,,,
46.573,0.0,,,
46.696,0.0,,,
46.866,0.0,,,
