timestamp,joint,angle
10.978,elbow_L_flex,122.2
11.095,elbow_L_flex,57.3
11.232,elbow_L_flex,57.0
11.336,elbow_L_flex,57.0
11.438,elbow_L_flex,56.0
11.540,elbow_L_flex,57.0
11.642,elbow_L_flex,57.3
11.747,elbow_L_flex,57.2
11.848,elbow_L_flex,54.8
11.955,elbow_L_flex,54.5
12.063,elbow_L_flex,55.3
12.181,elbow_L_flex,54.3
12.295,elbow_L_flex,54.1
12.399,elbow_L_flex,53.7
12.500,elbow_L_flex,54.7
12.616,elbow_L_flex,54.8
12.725,elbow_L_flex,55.7
12.826,elbow_L_flex,54.6
12.928,elbow_L_flex,55.2
13.042,elbow_L_flex,56.0
13.145,elbow_L_flex,56.3
13.249,elbow_L_flex,56.4
13.354,elbow_L_flex,55.4
13.455,elbow_L_flex,55.4
13.595,elbow_L_flex,55.4
13.721,elbow_L_flex,54.0
13.820,elbow_L_flex,50.8
13.922,elbow_L_flex,50.8
14.026,elbow_L_flex,52.8
14.125,elbow_L_flex,51.6
14.217,elbow_L_flex,51.9
14.302,elbow_L_flex,51.3
14.386,elbow_L_flex,53.6
14.470,elbow_L_flex,53.5
14.556,elbow_L_flex,50.9
14.642,elbow_L_flex,49.8
14.725,elbow_L_flex,49.4
14.814,elbow_L_flex,127.1
14.898,elbow_L_flex,126.5
14.984,elbow_L_flex,121.1
15.070,elbow_L_flex,71.2
15.157,elbow_L_flex,77.0
15.240,elbow_L_flex,78.8
15.325,elbow_L_flex,79.0
15.409,elbow_L_flex,70.5
15.492,elbow_L_flex,68.7
15.576,elbow_L_flex,71.2
15.659,elbow_L_flex,68.0
15.743,elbow_L_flex,92.5
15.822,elbow_L_flex,169.2
15.917,elbow_L_flex,144.0
16.017,elbow_L_flex,155.0
16.113,elbow_L_flex,164.0
16.213,elbow_L_flex,95.4
16.316,elbow_L_flex,50.5
16.420,elbow_L_flex,22.9
16.529,elbow_L_flex,29.8
16.642,elbow_L_flex,140.4
16.749,elbow_L_flex,101.6
16.889,elbow_L_flex,13.4
17.069,elbow_L_flex,156.5
17.249,elbow_L_flex,180.0
17.348,elbow_L_flex,109.8
17.453,elbow_L_flex,160.9
17.941,elbow_L_flex,171.2
18.053,elbow_L_flex,151.4
18.158,elbow_L_flex,142.7
18.263,elbow_L_flex,155.5
18.371,elbow_L_flex,172.5
18.479,elbow_L_flex,177.4
18.583,elbow_L_flex,177.1
18.687,elbow_L_flex,38.8
18.792,elbow_L_flex,164.2
18.900,elbow_L_flex,169.3
19.008,elbow_L_flex,171.6
19.115,elbow_L_flex,172.6
19.221,elbow_L_flex,169.3
19.327,elbow_L_flex,170.8
19.434,elbow_L_flex,169.8
19.539,elbow_L_flex,169.1
19.645,elbow_L_flex,172.9
19.750,elbow_L_flex,174.3
19.858,elbow_L_flex,176.3
19.964,elbow_L_flex,176.1
20.067,elbow_L_flex,179.0
20.172,elbow_L_flex,179.4
20.276,elbow_L_flex,175.7
20.382,elbow_L_flex,179.7
20.491,elbow_L_flex,172.2
20.601,elbow_L_flex,170.7
20.709,elbow_L_flex,171.6
20.814,elbow_L_flex,173.1
20.923,elbow_L_flex,175.9
21.027,elbow_L_flex,172.5
21.134,elbow_L_flex,169.7
21.242,elbow_L_flex,145.7
21.346,elbow_L_flex,164.6
21.464,elbow_L_flex,174.2
21.572,elbow_L_flex,177.7
21.682,elbow_L_flex,177.7
21.792,elbow_L_flex,174.8
21.900,elbow_L_flex,174.0
